2 1 535415 37.7 48 NaN 2 1 1 1 1 1 1 1 1 NaN NaN NaN 45 76 NaN NaN 1 2 00000 00000 00000 2 
2 1 529475 37.70 96 30 3 3 4 2 5 4 4 3 2 4.00 4 5 66.00 7.50 NaN NaN 2 1 04205 00000 00000 2 
2 1 530242 37.20 108 12 3 3 4 2 2 4 2 NaN 3 6.00 3 3 52.00 8.20 3 7.40 3 1 02207 00000 00000 1 
1 1 529427 37.20 60 NaN 2 1 1 1 3 3 3 2 1 NaN 4 5 43.00 6.60 NaN NaN 1 1 02209 00000 00000 2 
1 1 529663 38.20 64 28 1 1 1 1 3 1 NaN NaN NaN NaN 4 4 49.00 8.60 2 6.60 1 1 02208 00000 00000 1 
1 1 529796 NaN 100 30 3 3 4 2 5 4 4 3 3 NaN 4 4 52.00 6.60 NaN NaN 1 1 01124 00000 00000 2 
2 1 528812 NaN 104 24 4 3 3 2 4 4 3 NaN 3 NaN NaN 2 73.00 8.40 NaN NaN 3 1 07111 00000 00000 2 
2 1 529493 38.30 112 16 NaN 3 5 2 NaN NaN 1 1 2 NaN NaN 5 51.00 6.00 2 1.00 3 2 05205 00000 00000 1 
1 1 533847 37.8 72 NaN NaN 3 NaN 1 5 3 1 NaN 1 NaN 1 1 56 80 1 2 1 1 03111 00000 00000 2 
2 1 528996 38.60 52 NaN 1 1 1 1 3 3 2 1 1 NaN 1 3 32.00 6.60 1 5.00 1 2 00000 00000 00000 1 
1 9 5277409 39.20 146 96 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 2 1 02113 00000 00000 2 
1 1 529498 NaN 88 NaN 3 3 6 2 5 3 3 1 3 NaN 4 5 63.00 6.50 3 NaN 2 1 04205 00000 00000 2 
2 9 5288249 39.00 150 72 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 47.00 8.50 NaN 0.10 1 1 09400 00000 00000 1 
2 1 530301 38.00 60 12 3 1 3 1 3 3 1 1 1 NaN 2 2 47.00 7.00 NaN NaN 1 2 03111 00000 00000 2 
1 1 534069 NaN 120 NaN 3 4 4 1 4 4 4 1 1 NaN NaN 5 52 67 2 2 3 1 03205 00000 00000 2 
1 1 535407 35.4 140 24 3 3 4 2 4 4 NaN 2 1 NaN NaN 5 57 69 3 2 3 1 03205 00000 00000 2 
2 1 529827 NaN 120 NaN 4 3 4 2 5 4 4 1 1 NaN 4 5 60.00 6.50 3 NaN 2 1 03205 00000 00000 2 
1 1 529888 37.90 60 15 3 NaN 4 2 5 4 4 2 2 NaN 4 5 65.00 7.50 NaN NaN 1 1 02305 00000 00000 1 
2 1 529821 37.50 48 16 1 1 1 1 1 1 1 1 1 NaN 1 NaN 37.00 6.50 NaN NaN 1 2 00000 00000 00000 2 
1 1 528890 38.90 80 44 3 3 3 2 2 3 3 2 2 7.00 3 1 54.00 6.50 3 NaN 2 1 07111 00000 00000 2 
2 1 529642 37.20 84 48 3 3 5 2 4 1 2 1 2 NaN 2 1 73.00 5.50 2 4.10 2 2 04300 00000 00000 1 
2 1 529766 38.60 46 NaN 1 1 2 1 1 3 2 1 1 NaN NaN 2 49.00 9.10 1 1.60 1 2 03111 00000 00000 1 
1 1 527706 37.40 84 36 1 NaN 3 2 3 3 2 NaN NaN NaN 4 5 NaN NaN 3 NaN 2 1 07209 00000 00000 1 
2 1 529483 NaN NaN NaN 1 1 3 1 1 3 1 NaN NaN NaN 2 2 43.00 7.70 NaN NaN 1 2 03111 00000 00000 2 
2 1 530544 38.60 40 20 NaN NaN NaN 1 NaN NaN NaN NaN NaN NaN NaN NaN 41.00 6.40 NaN NaN 1 2 03111 00000 00000 1 
2 1 529461 40.30 114 36 3 3 1 2 2 3 3 2 1 7.00 1 5 57.00 8.10 3 4.50 3 1 07400 00000 00000 1 
1 9 5282839 38.60 160 20 3 NaN 5 1 3 3 4 3 NaN NaN 4 NaN 38.00 NaN 2 NaN 2 1 07111 00000 00000 1 
1 1 528872 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 24.00 6.70 NaN NaN 1 1 03112 00000 00000 2 
1 1 529640 NaN 64 36 2 NaN 2 1 5 3 3 2 2 NaN NaN NaN 42.00 7.70 NaN NaN 2 1 03209 00000 00000 2 
1 1 528298 NaN NaN 20 4 3 3 NaN 5 4 3 2 NaN NaN 4 4 53.00 5.90 3 NaN 2 1 03205 00000 00000 1 
2 1 528904 NaN 96 NaN 3 3 3 2 5 4 4 1 2 NaN 4 5 60.00 NaN NaN NaN 2 1 04205 00000 00000 2 
2 1 530438 37.80 48 32 1 1 3 1 2 1 NaN 1 1 NaN 4 5 37.00 6.70 NaN NaN 1 2 02124 00000 00000 2 
2 1 527957 38.50 60 NaN 2 2 1 1 1 2 2 2 1 NaN 1 1 44.00 7.70 NaN NaN 1 2 00000 00000 00000 2 
1 1 528630 37.80 88 22 2 1 2 1 3 NaN NaN 2 NaN NaN 4 NaN 64.00 8.00 1 6.00 2 1 03205 00000 00000 1 
2 1 534293 38.2 130 16 4 3 4 2 2 4 4 1 1 NaN NaN NaN 65 82 2 2 3 2 02209 01400 00000 2 
1 1 529667 39.00 64 36 3 1 4 2 3 3 2 1 2 7.00 4 5 44.00 7.50 3 5.00 1 1 02113 00000 00000 1 
1 1 534885 NaN 60 36 3 1 3 1 3 3 2 1 1 NaN 3 4 26 72 2 1 1 1 02208 00000 00000 2 
2 1 534784 37.9 72 NaN 1 1 5 2 3 3 1 1 3 2 3 4 58 74 1 2 1 1 02322 00000 00000 2 
2 1 528931 38.40 54 24 1 1 1 1 1 3 1 2 1 NaN 3 2 49.00 7.20 1 NaN 1 2 03111 00000 00000 1 
2 1 529777 NaN 52 16 1 NaN 3 1 NaN NaN NaN 2 3 5.50 NaN NaN 55.00 7.20 NaN NaN 1 2 02124 00000 00000 2 
2 1 530276 38.00 48 12 1 1 1 1 1 3 NaN 1 1 NaN 3 2 42.00 6.30 2 4.10 1 2 03111 00000 00000 1 
2 1 528214 37.00 60 20 3 NaN NaN 1 3 NaN 3 2 2 4.50 4 4 43.00 7.60 NaN NaN 3 1 02209 00000 00000 1 
1 1 529424 37.80 48 28 1 1 1 1 1 2 1 2 NaN NaN 1 1 46.00 5.90 2 7.00 1 2 00000 00000 00000 1 
1 1 5299253 37.70 56 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 2 1 02113 00000 00000 2 
1 1 528469 38.10 52 24 1 1 5 1 4 3 1 2 3 7.00 1 NaN 54.00 7.50 2 2.60 2 1 02112 00000 00000 1 
1 9 5292929 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 37.00 4.90 NaN NaN 2 1 11124 00000 00000 2 
1 9 534092 39.7 100 NaN 3 3 5 2 2 3 NaN NaN NaN NaN NaN NaN 48 57 2 2 3 1 01400 00000 00000 2 
1 1 534615 37.6 38 20 3 3 1 1 3 3 2 NaN NaN NaN 3 NaN 37 68 NaN NaN 1 1 03205 00000 00000 2 
2 1 534753 38.7 52 20 2 NaN 1 1 1 1 1 1 1 NaN 1 1 33 77 NaN NaN 1 2 00000 00000 00000 2 
1 1 530693 NaN NaN NaN 3 3 3 3 5 3 3 3 2 NaN 4 5 46.00 5.90 NaN NaN 2 1 03025 00000 00000 2 
1 1 527463 37.50 96 18 1 3 6 2 3 4 2 2 3 5.00 NaN 4 69.00 8.90 3 NaN 1 1 02208 00000 00000 1 
1 1 527518 36.40 98 35 3 3 4 1 4 3 2 NaN NaN NaN 4 4 47.00 6.40 3 3.60 2 1 02205 00000 00000 1 
1 1 534756 37.3 40 NaN NaN 3 1 1 2 3 2 3 1 NaN 3 5 36 NaN 3 2 1 1 03111 00000 00000 2 
1 9 5290759 38.10 100 80 3 1 2 1 3 4 1 NaN NaN NaN 1 NaN 36.00 5.70 NaN NaN 1 1 03111 00000 00000 2 
1 1 5279822 38.00 NaN 24 3 3 6 2 5 NaN 4 1 1 NaN NaN NaN 68.00 7.80 NaN NaN 2 1 03205 00000 00000 2 
1 1 529849 37.80 60 80 1 3 2 2 2 3 3 NaN 2 5.50 4 NaN 40.00 4.50 2 NaN 1 1 05206 00000 00000 1 
2 1 529304 38.00 54 30 2 3 3 3 3 1 2 2 2 NaN NaN 4 45.00 6.20 NaN NaN 1 2 00400 00000 00000 2 
1 1 529388 NaN 88 40 3 3 4 2 5 4 3 3 NaN NaN 4 5 50.00 7.70 3 1.40 2 1 04205 00000 00000 1 
2 1 528006 NaN 40 16 NaN NaN NaN 1 NaN NaN NaN NaN NaN NaN NaN NaN 50.00 7.00 2 3.90 3 1 02208 00000 00000 1 
2 1 529703 39.00 64 40 1 1 5 1 3 3 2 2 1 NaN 3 3 42.00 7.50 2 2.30 1 2 05000 00000 00000 1 
2 1 535381 38.3 42 10 1 1 1 1 1 1 1 NaN NaN NaN NaN NaN 38 61 NaN NaN 1 2 00000 00000 00000 2 
2 1 534197 38.0 52 16 NaN NaN NaN NaN 2 NaN NaN NaN 3 1 1 1 53 86 NaN NaN 1 1 02322 00000 00000 2 
2 1 529461 40.30 114 36 3 3 1 2 2 3 3 2 1 7.00 1 5 57.00 8.10 3 4.50 2 1 03205 00000 00000 1 
2 1 530251 38.80 50 20 3 1 1 1 1 1 1 2 1 NaN 3 1 42.00 6.20 NaN NaN 1 2 00000 00000 00000 2 
2 1 530310 NaN NaN NaN 3 3 1 1 5 3 3 1 1 NaN 4 5 38.00 6.50 NaN NaN 2 1 03205 00000 00000 2 
2 1 528729 37.50 48 30 4 1 3 1 NaN 2 1 1 1 NaN 1 1 48.00 8.60 NaN NaN 1 2 00000 00000 00000 2 
1 1 535158 37.3 48 20 NaN 1 2 1 3 3 3 2 1 NaN 3 5 41 69 NaN NaN 1 1 03205 00000 00000 2 
2 1 530319 NaN 84 36 NaN NaN 3 1 NaN 3 1 2 1 NaN 3 2 44.00 8.50 NaN NaN 1 1 03111 00000 00000 2 
1 1 534145 38.1 88 32 3 3 4 1 2 3 3 NaN 3 1 4 5 55 60 NaN NaN 3 2 03205 00000 00000 2 
2 1 534135 37.7 44 40 2 1 3 1 1 3 2 1 1 NaN 1 5 41 60 NaN NaN 1 2 00000 00000 00000 2 
2 1 530002 39.60 108 51 3 3 6 2 2 4 3 1 2 NaN 3 5 59.00 8.00 2 2.60 1 2 04300 00000 00000 1 
1 1 535364 38.2 40 16 3 3 1 1 1 3 NaN NaN NaN NaN 1 1 34 66 NaN NaN 1 2 00000 00000 00000 2 
1 1 534899 NaN 60 20 4 3 4 2 5 4 NaN NaN 1 NaN 4 5 NaN NaN NaN NaN 3 1 03205 00000 00000 2 
2 1 534938 38.3 40 16 3 NaN 1 1 2 NaN NaN NaN NaN NaN NaN NaN 37 57 NaN NaN 1 2 00000 00000 00000 2 
1 9 5292489 38.00 140 68 1 1 1 1 3 3 2 NaN NaN NaN 2 1 39.00 5.30 NaN NaN 1 1 07111 00000 00000 2 
1 1 527563 37.80 52 24 1 3 3 1 4 4 1 2 3 5.70 2 5 48.00 6.60 1 3.70 2 1 05400 00000 00000 2 
1 1 530381 NaN 70 36 1 NaN 3 2 2 3 2 2 NaN NaN 4 5 36.00 7.30 NaN NaN 1 1 31110 00000 00000 2 
1 1 528668 38.30 52 96 NaN 3 3 1 NaN NaN NaN 1 1 NaN 1 NaN 43.00 6.10 NaN NaN 1 1 03209 00000 00000 1 
2 1 529764 37.30 50 32 1 1 3 1 1 3 2 NaN NaN NaN 1 NaN 44.00 7.00 NaN NaN 1 2 00000 00000 00000 2 
1 1 533696 38.7 60 32 4 3 2 2 4 4 4 NaN NaN NaN 4 5 53 64 3 2 3 1 03205 00000 00000 2 
1 9 5297379 38.40 84 40 3 3 2 1 3 3 3 1 1 NaN NaN NaN 36.00 6.60 2 2.80 2 1 02205 00000 00000 1 
1 1 527544 NaN 70 16 3 4 5 2 2 3 2 2 1 NaN 4 5 60.00 7.50 NaN NaN 2 1 02112 00000 00000 2 
1 1 533736 38.3 40 16 3 NaN NaN 1 1 3 2 NaN NaN NaN NaN NaN 38 58 1 2 1 1 03111 07111 00000 2 
1 1 534963 NaN 40 NaN 2 1 1 1 1 3 1 1 1 NaN NaN 5 39 56 NaN NaN 1 1 03111 00000 00000 2 
1 1 527933 36.80 60 28 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 10.00 2 1 03205 00000 00000 1 
1 1 532349 38.4 44 24 3 NaN 4 NaN 5 4 3 2 1 NaN 4 5 50 77 NaN NaN 1 1 03205 00000 00000 2
2 1 533723 NaN NaN 40 3 1 1 1 3 3 2 NaN NaN NaN NaN NaN 45 70 NaN NaN 1 2 00000 00000 00000 2 
1 1 535208 38.0 44 12 1 1 1 1 3 3 3 2 1 NaN 4 5 42 65 NaN NaN 1 1 03205 03111 00000 2 
2 1 5290482 39.50 NaN NaN 3 3 4 2 3 4 3 NaN 3 5.50 4 5 NaN 6.70 1 NaN 3 1 04205 00000 00000 2 
1 1 533983 36.5 78 30 1 NaN 1 1 5 3 1 NaN 1 NaN NaN NaN 34 75 2 1 1 1 03112 06112 00000 2 
2 1 535166 38.1 56 20 2 1 2 1 1 3 1 1 1 NaN NaN NaN 46 70 NaN NaN 1 2 00000 00000 00000 2 
1 1 528682 39.40 54 66 1 1 2 1 2 3 2 1 1 NaN 3 4 39.00 6.00 2 NaN 1 1 02206 00000 00000 1 
1 1 534556 38.3 80 40 NaN NaN 6 2 4 3 1 NaN 2 NaN 1 4 67 10.2 2 1 3 1 02208 00000 00000 2 
2 1 534579 38.7 40 28 2 1 1 1 3 1 1 NaN NaN NaN 1 NaN 39 62 1 1 1 2 00000 00000 00000 2 
1 1 530360 38.20 64 24 1 1 3 1 4 4 3 2 1 NaN 4 4 45.00 7.50 1 2.00 2 1 03205 00000 00000 1 
2 1 529840 37.60 48 20 3 1 4 1 1 1 3 2 1 NaN 1 1 37.00 5.50 NaN NaN 3 1 02205 00000 00000 2 
1 1 528461 38.00 42 68 4 1 1 1 3 3 2 2 2 NaN 4 4 41.00 7.60 NaN NaN 1 1 02205 00000 00000 2 
1 1 530384 38.70 NaN NaN 3 1 3 1 5 4 2 NaN NaN NaN NaN NaN 33.00 6.50 2 NaN 1 1 31110 00000 00000 2 
1 1 5262541 37.40 50 32 3 3 NaN 1 4 4 1 2 1 NaN 1 NaN 45.00 7.90 2 1.00 1 1 02208 00000 00000 1 
1 1 535330 37.4 84 20 NaN NaN 3 1 2 3 3 NaN NaN NaN NaN NaN 31 61 NaN 1 3 2 02208 00000 00000 2 
1 1 527698 38.40 49 NaN NaN NaN 1 1 NaN NaN 1 2 1 NaN NaN NaN 44.00 7.60 NaN NaN 1 1 02206 00000 00000 2 
1 1 528964 37.80 30 12 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 2 1 02113 00000 00000 2 
2 1 530670 37.60 88 36 3 1 1 1 3 3 2 1 3 1.50 NaN NaN 44.00 6.00 NaN NaN 2 1 01400 00000 00000 2 
NaN 1 534572 38.0 48 20 3 1 3 1 4 3 1 2 1 NaN 3 5 43 73 2 1 NaN 1 03111 00000 00000 2 
2 1 530294 37.90 40 24 1 1 1 1 2 3 1 NaN NaN NaN NaN 3 40.00 5.70 NaN NaN 1 1 00400 00000 00000 2 
1 1 527524 NaN 100 NaN 3 NaN 4 2 5 4 NaN 2 NaN NaN 2 NaN 59.00 6.30 NaN NaN 2 1 04205 00000 00000 2 
1 9 5287179 38.10 136 48 3 3 3 1 5 1 3 2 2 4.40 2 NaN 33.00 4.90 2 2.90 2 1 02205 00000 00000 1 
1 1 530693 NaN NaN NaN 3 3 3 2 5 3 3 3 2 NaN 4 5 46.00 5.90 NaN NaN 2 1 03025 00000 00000 2 
1 1 534324 38 48 NaN 1 1 1 1 1 2 4 2 2 NaN 4 5 NaN NaN NaN NaN 1 1 03111 00000 00000 2 
2 1 532349 38 56 NaN 1 2 3 1 1 1 1 1 1 NaN 1 1 42 71 NaN NaN 1 2 00000 00000 00000 2 
2 1 534491 38 60 32 1 1 NaN 1 3 3 NaN 1 1 NaN NaN NaN 50 7.0 1 1 1 2 00000 00000 00000 2 
1 1 529960 38.10 44 9 3 1 1 1 2 2 1 1 1 NaN 4 5 31.00 7.30 NaN NaN 1 2 05124 00000 00000 2 
2 1 522979 36.00 42 30 NaN NaN 5 1 NaN NaN NaN NaN NaN NaN NaN NaN 64.00 6.80 NaN NaN 2 2 01400 00000 00000 2 
1 1 530402 NaN 120 NaN 4 3 6 2 5 4 4 NaN NaN NaN 4 5 57.00 4.50 3 3.90 2 1 03205 00000 00000 1 
1 1 529424 37.80 48 28 1 1 1 2 1 2 1 2 NaN NaN 1 1 46.00 5.90 2 7.00 1 2 00000 00000 00000 1 
1 1 534519 37.1 84 40 3 3 6 1 2 4 4 3 2 2 4 5 75 81 NaN NaN 3 2 01400 00000 00000 2 
2 1 535246 NaN 80 32 3 3 2 1 2 3 3 2 1 NaN 3 NaN 50 80 NaN NaN 1 1 00000 00000 00000 2 
1 1 534115 38.2 48 NaN 1 3 3 1 3 4 4 1 3 2 4 5 42 71 NaN NaN 1 1 03111 00000 00000 2 
2 1 530001 38.00 44 12 2 1 3 1 3 4 3 1 2 6.50 1 4 33.00 6.50 NaN NaN 2 1 02209 00000 00000 2 
1 1 529272 38.30 132 NaN NaN 3 6 2 2 4 2 2 3 6.20 4 4 57.00 8.00 NaN 5.20 1 1 02112 00000 00000 1 
2 1 535314 38.7 48 24 NaN NaN NaN NaN 1 1 NaN 1 1 NaN 1 NaN 34 63 NaN NaN 1 2 00000 00000 00000 2 
2 1 533793 38.9 44 14 3 1 1 1 2 3 2 NaN NaN NaN NaN 2 33 64 NaN NaN 1 2 00000 00000 00000 2 
1 1 529399 39.30 NaN NaN 4 3 6 2 4 4 2 1 3 4.00 4 4 75.00 NaN 3 4.30 2 1 02207 00000 00000 1 
1 1 533836 NaN 100 NaN 3 3 4 2 NaN 4 4 2 1 2 NaN NaN 68 64 3 2 1 1 02209 00000 00000 2 
2 1 528804 38.60 48 20 3 1 1 1 1 3 2 2 1 NaN 3 2 50.00 7.30 1 NaN 1 2 03111 00000 00000 1 
2 1 535163 38.8 48 40 1 1 3 1 3 3 4 2 NaN NaN NaN 5 41 65 NaN NaN 1 1 04124 00000 000000 2 
2 1 528247 38.00 48 20 3 3 4 1 1 4 2 2 NaN 5.00 NaN 2 49.00 8.30 1 NaN 1 2 00400 00000 00000 1 
2 1 528996 38.60 52 20 1 1 1 1 3 3 2 1 1 NaN 1 3 36.00 6.60 1 5.00 1 2 00000 00000 00000 1 
1 1 533928 37.8 60 24 1 NaN 3 2 NaN 4 4 2 3 2 NaN 5 52 75 NaN NaN 3 1 02205 00000 00000 2 
2 1 528248 38.00 42 40 3 1 1 1 3 3 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1 2 03111 00000 00000 2 
2 1 528134 NaN NaN 12 1 1 2 1 2 1 2 3 1 NaN 1 3 44.00 7.50 2 NaN 1 2 00000 00000 00000 1 
1 1 527916 NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN 1 1 NaN NaN 5 35 58 2 1 1 1 04205 00000 00000 2 
1 1 530431 38.30 42 24 NaN NaN NaN 1 NaN NaN NaN NaN NaN NaN NaN NaN 40.00 8.50 NaN NaN 2 1 07113 00000 00000 2 
2 1 535176 39.5 60 10 3 NaN NaN 2 3 3 2 2 1 NaN 3 NaN 38 56 1 NaN 1 2 00000 00000 00000 2 
1 1 533942 38 66 20 1 3 3 1 5 3 1 1 1 NaN 3 NaN 46 46 3 2 3 1 06209 00000 00000 2 
1 1 528523 38.70 76 NaN 1 1 5 2 3 3 2 2 2 NaN 4 4 50.00 8.00 NaN NaN 1 1 02208 00000 00000 1 
1 1 534925 39.4 120 48 NaN NaN 5 1 NaN 3 3 1 NaN NaN 4 NaN 56 64 1 2 3 2 01400 00000 00000 2 
1 1 527916 38.30 40 18 1 1 1 1 3 1 1 NaN NaN NaN 2 1 43.00 5.90 1 NaN 1 2 00000 00000 00000 1 
2 1 528299 NaN 44 24 1 1 1 1 3 3 1 2 1 NaN NaN 1 NaN 6.30 NaN NaN 1 2 03111 00000 00000 2 
1 1 530254 38.40 104 40 1 1 3 1 2 4 2 2 3 6.50 NaN 4 55.00 8.50 NaN NaN 1 1 02124 00000 00000 2 
1 1 535085 NaN 65 24 NaN NaN NaN 2 5 NaN 4 3 1 NaN NaN 5 NaN NaN NaN NaN 3 1 03205 00000 00000 2 
2 1 532985 37.5 44 20 1 1 3 1 NaN 1 1 NaN NaN NaN 1 NaN 35 7.2 NaN NaN 1 2 00000 00000 00000 2 
2 1 527677 39.00 86 16 3 3 5 NaN 3 3 3 NaN 2 NaN NaN NaN 68.00 5.80 3 6.00 2 1 05400 00000 00000 1 
1 1 535292 38.5 129 48 3 3 3 1 2 4 3 1 3 2 NaN NaN 57 66 3 2 1 1 02206 00000 00000 2 
1 1 529729 NaN 104 NaN 3 3 5 2 2 4 3 NaN 3 NaN 4 4 69.00 8.60 2 3.40 2 1 02207 00000 00000 1 
2 1 518476 NaN NaN NaN 3 4 6 NaN 4 NaN 4 NaN NaN NaN NaN NaN NaN NaN NaN NaN 2 1 03400 00000 00000 1 
1 1 527929 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1 1 02208 00000 00000 2 
1 1 535130 38.2 60 30 1 1 3 1 3 3 1 2 1 NaN 3 2 48 66 NaN NaN 1 1 06112 00000 00000 2 
1 1 523190 NaN 68 14 NaN NaN 4 1 4 NaN NaN NaN 1 4.30 NaN NaN NaN NaN 2 2.80 2 1 04205 00000 00000 1 
1 1 533968 NaN 60 30 3 3 4 2 5 4 4 1 1 NaN 4 NaN 45 70 3 2 1 1 06111 03111 00000 2 
2 1 528151 38.50 100 NaN 3 3 5 2 4 3 4 2 1 NaN 4 5 NaN NaN NaN NaN 3 2 01111 00000 00000 1 
1 1 530239 38.40 84 30 3 1 5 2 4 3 3 2 3 6.50 4 4 47.00 7.50 3 NaN 2 1 02300 00000 00000 2 
2 1 528305 37.80 48 14 NaN NaN 1 1 3 NaN 2 1 3 5.30 1 NaN 35.00 7.50 NaN NaN 1 2 03111 00000 00000 1 
1 1 5279822 38.00 NaN 24 3 3 6 2 5 NaN 4 1 1 NaN NaN NaN 68.00 7.80 NaN NaN 2 1 02205 00000 00000 2 
2 1 534857 37.8 56 16 1 1 2 1 2 1 1 2 1 NaN 1 NaN 44 68 1 1 1 2 00000 00000 00000 2 
2 1 534053 38.2 68 32 2 2 2 1 1 1 1 3 1 NaN 1 1 43 65 NaN NaN 1 2 00000 00000 00000 2 
1 1 534833 38.5 120 60 4 3 6 2 NaN 3 NaN NaN NaN NaN NaN NaN 54 NaN NaN NaN 1 1 05400 00000 00000 2 
1 1 5278331 39.30 64 90 2 3 1 1 NaN 3 1 1 2 NaN NaN NaN 39.00 6.70 NaN NaN 1 1 21110 00000 00000 2 
1 1 527365 38.40 80 30 4 3 1 1 3 3 3 3 3 NaN 4 5 32.00 6.10 3 4.30 1 1 07209 00000 00000 1 
1 1 533887 38.5 60 NaN 1 1 NaN 1 NaN 1 1 NaN NaN NaN NaN NaN 33 53 1 NaN 1 1 04111 00000 00000 2 
1 1 5299603 38.30 60 16 3 1 1 1 2 1 1 2 2 3.00 1 4 30.00 6.00 1 3.00 1 1 31110 00000 00000 2 
